v,re,s,ra,c_d
1.0,1.8,4.0,0.2,0.06244603721719842
1.4,0.8,2.6,0.2,0.04591659421494496
2.8,1.6,3.6,0.2,0.04996557523396615
1.0,0.2,3.4,0.2,0.030117614245519595
2.6,1.6,3.6,0.2,0.05157261634243655
2.2,1.6,1.2,0.6,0.07283278515177158
3.0,0.4,1.4,0.2,0.006962755892968365
2.6,0.8,4.0,0.2,0.036286009467463895
2.8,1.0,2.4,0.2,0.031542002513651
3.0,0.2,1.0,0.4,0.018822038809781918
2.4,1.6,1.2,0.6,0.07212912581243452
1.6,1.2,2.4,0.2,0.050259604590816714
1.4,0.6,1.0,0.2,0.019614543261685737
2.0,2.0,3.4,0.2,0.05370474080170562
1.0,0.8,2.8,0.4,0.07991814785016735
1.8,0.2,3.4,0.4,0.08297343993851464
2.6,0.4,1.6,0.6,0.08313876038808818
1.6,0.2,1.0,0.4,0.035257763814986104
3.0,2.0,1.8,0.2,0.03138949470007206
1.6,1.6,1.6,0.4,0.06767778588080432
1.6,1.8,2.6,0.2,0.05590098435877658
2.4,1.8,1.0,0.4,0.060421705148849626
3.0,0.4,2.0,0.6,0.09644768979825064
1.6,0.8,2.6,0.2,0.04257412694049907
1.4,0.6,3.0,0.2,0.03765176328235687
2.8,1.6,3.6,0.2,0.04996557523396615
2.8,0.6,3.0,0.2,0.018361173875024155
2.8,0.6,3.8,0.2,0.022222274237862133
2.4,0.4,1.6,0.2,0.012074990147618836
1.0,1.6,1.0,0.4,0.06688347439489782
3.0,1.2,1.0,0.8,0.08617415011932733
2.6,0.4,4.0,0.4,0.09125411779422392
3.0,0.2,3.0,0.4,0.059566559519388565
2.4,1.6,1.8,0.4,0.06722347825828362
2.2,1.0,2.2,0.4,0.06517422689049572
2.0,1.6,2.0,0.4,0.06854647946235802
1.8,0.8,1.6,0.4,0.06292063218680148
1.4,1.8,1.0,0.4,0.0635248132708369
1.6,1.4,2.6,0.2,0.05455310807420776
2.4,0.2,1.6,0.4,0.038855244759599235
2.0,1.0,3.8,0.4,0.10057943665956746
2.8,0.2,2.0,1.0,0.18118457812182184
2.0,0.2,3.2,0.6,0.14845846112097455
2.6,0.8,1.6,0.8,0.15304410910374294
2.4,2.0,1.2,1.0,0.1818869870842242
2.8,1.4,1.6,0.8,0.159785966836482
2.8,0.8,1.2,0.8,0.11041793554851223
1.8,1.6,2.8,0.6,0.17153331535662175
2.6,0.4,1.6,0.8,0.13747035940761376
1.8,1.4,3.8,0.4,0.10289415636531232
1.0,1.2,2.2,0.6,0.14495222474170422
3.0,0.6,1.0,1.2,0.15435754529154425
1.8,0.8,1.4,0.8,0.14374421340746854
3.0,0.6,3.0,0.6,0.14934342518689364
1.0,0.4,1.4,0.8,0.1457343035937584
2.6,2.0,4.0,0.4,0.10641369586531288
1.6,1.2,3.2,0.6,0.18680964088902188
1.2,1.0,2.2,0.6,0.14217517860793435
3.0,1.6,2.4,0.6,0.14120652747772242
1.0,0.2,3.2,0.6,0.17248966599400378
1.0,1.6,2.4,0.6,0.1574002189791565
3.0,2.0,1.2,0.8,0.12292694098211335
2.4,1.0,4.0,0.4,0.10167125217274343
1.6,1.4,1.8,0.8,0.19213690561561206
1.4,1.8,2.8,0.6,0.17517638662319315
2.8,1.6,3.4,0.6,0.1867149547452438
2.8,0.8,2.0,0.8,0.1807367032745972
1.4,1.0,2.4,0.6,0.15135751161790564
1.0,2.0,2.6,0.6,0.16849102416373066
2.0,0.4,2.0,0.8,0.17796716458956496
2.4,0.6,3.4,0.6,0.17257925037158034
2.0,1.8,2.2,0.6,0.13944065891966015
1.8,0.4,2.0,0.6,0.11789506473695804
3.0,1.6,2.8,0.6,0.160012819837376
2.0,1.6,1.0,1.0,0.14772859224739826
2.8,2.0,4.0,0.4,0.10569329038930117
1.0,1.8,4.0,0.4,0.11026540309266918
2.8,0.4,2.2,0.6,0.10945042301041276
2.6,1.8,1.2,0.8,0.12512017159838776
1.0,0.8,3.4,0.6,0.1958535401199578
2.0,0.2,3.4,0.6,0.15608430699402093
1.8,0.6,1.8,0.8,0.1755899854526349
2.4,1.8,1.4,0.8,0.14775000015600492
1.8,0.4,1.2,1.0,0.16017877501209804
1.0,2.0,3.0,0.6,0.1866306491204081
2.6,1.2,2.4,0.6,0.1443726579518879
3.0,1.6,2.0,0.6,0.12139839189119032
1.6,1.2,3.4,0.6,0.19417551786325213
1.2,1.0,2.0,0.6,0.13037575065148327
2.4,1.2,1.8,0.8,0.18132613690909186
3.0,1.8,1.0,1.2,0.18316760961629328
2.0,0.6,3.8,0.6,0.1916898270934789
1.0,0.4,1.4,0.8,0.1457343035937584
1.0,0.8,1.0,1.0,0.151885811627038
1.4,1.0,1.0,1.0,0.1496461724048311
2.8,0.6,2.0,0.6,0.10949945482745416
1.6,0.4,2.8,0.6,0.15624001363113468
1.2,1.2,1.8,0.8,0.19469048280160864
2.0,1.4,3.6,0.6,0.198684287834826
1.8,0.2,2.0,0.6,0.10704840484660008
2.4,1.8,1.2,1.0,0.17890916478047406
1.0,1.4,2.8,0.6,0.17639443779673664
2.8,0.6,2.4,0.8,0.1950918236045008
2.4,0.8,2.4,0.6,0.13994816003990368
2.4,1.2,2.0,0.6,0.12410556283916233
1.8,1.8,1.6,0.6,0.10320565212810827
3.0,1.2,2.0,0.6,0.11854195904246323
1.8,0.6,3.8,0.6,0.194859230914988
2.2,0.6,2.4,0.6,0.1383842868077679
2.2,1.2,2.0,0.8,0.19961560267997086
1.6,1.2,4.0,0.4,0.10719059143436796
1.6,1.2,1.6,0.8,0.17173106760165108
3.0,2.0,1.0,1.0,0.14312132881455966
1.2,2.0,1.8,0.6,0.1210917152328288
3.0,0.2,1.8,0.8,0.12025196607317006
2.0,0.8,1.6,0.8,0.16091784819411772
3.0,1.0,3.8,0.6,0.1887008642685707
1.2,2.0,3.2,0.6,0.1938714418285767
2.8,1.4,4.0,0.4,0.10309570817876723
1.6,1.6,1.8,0.6,0.11740602896782515
2.4,0.2,1.2,1.0,0.12535206792730466
2.0,0.8,2.2,0.6,0.13357380981896835
2.2,0.2,1.2,1.0,0.1307518596474372
2.2,0.6,1.2,0.8,0.11417660473106354
2.4,1.2,3.2,0.6,0.17877519842155185
1.2,1.6,2.6,0.6,0.1662409126421541
2.4,1.0,3.0,0.6,0.16905225940952778
1.8,0.6,3.8,0.6,0.194859230914988
1.8,0.2,2.6,0.8,0.1997593184249682
2.4,0.2,4.0,0.6,0.16302563225666922
2.6,0.2,1.4,0.8,0.1035810980089749
2.8,1.0,3.0,0.6,0.16423522030557902
3.0,0.4,4.0,0.6,0.16779207969048132
1.0,0.8,1.2,1.0,0.1865615968226226
2.0,0.8,2.0,0.8,0.19387322264927306
2.8,0.2,2.8,0.6,0.11646025463855425
2.6,1.0,3.8,0.6,0.19395560500192754
2.4,1.4,3.6,0.6,0.1953730883748274
2.6,0.2,3.0,0.8,0.19256710963740026
2.2,1.8,2.8,0.6,0.1697163776427875
2.0,1.4,3.6,0.8,0.2956006410871617
1.6,1.6,3.6,0.8,0.29344092465117344
1.0,0.6,2.8,0.8,0.2585523987069111
1.4,0.8,1.4,1.2,0.2674588336074303
1.4,0.8,2.2,1.0,0.2953195516640155
1.6,1.2,3.2,0.8,0.2824944393583119
1.6,1.8,1.6,1.0,0.24600835469082816
2.0,1.2,4.0,0.6,0.21030603830590627
2.2,1.4,1.6,1.0,0.23479785889635
1.0,1.4,2.0,0.8,0.2158111955125329
1.0,1.4,3.8,0.6,0.21506238681138373
1.4,1.0,3.6,0.6,0.2009935342374096
3.0,0.2,3.4,1.0,0.2554081427801962
1.0,1.4,1.8,1.0,0.2746517711065767
1.8,0.6,3.0,0.8,0.25193931133271125
1.2,0.4,1.6,1.0,0.2232050291709631
1.0,2.0,2.4,0.8,0.24969790069741205
2.6,1.4,1.6,1.0,0.2293990493554348
1.8,0.6,1.4,1.2,0.2487232811728137
1.4,0.4,1.0,1.4,0.22002569211157924
2.0,1.0,1.4,1.2,0.2624304434550921
2.8,1.0,3.6,0.8,0.2781138498242274
3.0,0.2,1.6,1.6,0.2428113926096628
2.4,0.8,2.6,0.8,0.22598001951952085
1.6,1.4,2.0,0.8,0.2090129141846554
3.0,0.6,3.2,0.8,0.2331253369958255
3.0,1.4,1.8,1.0,0.2427251239364038
1.0,1.2,2.4,0.8,0.24408609564668665
2.6,0.4,3.0,1.0,0.2919118370057409
1.2,2.0,3.6,0.6,0.2090397992377467
2.8,0.2,1.6,1.8,0.2828701465236869
3.0,1.0,3.8,0.8,0.2802313719169199
2.8,0.6,1.2,1.6,0.2724568363629105
2.4,1.6,1.0,1.6,0.2876948831479935
2.6,0.4,2.0,1.2,0.2793930446527997
2.8,2.0,3.2,0.8,0.2725686854363753
2.0,1.6,3.6,0.8,0.2847627672505387
1.8,1.4,2.4,0.8,0.23553714093721725
2.4,0.2,2.2,1.0,0.21091425215933005
3.0,1.8,3.8,0.8,0.29293907919965484
3.0,1.4,3.6,0.8,0.2850134880485618
2.0,2.0,3.4,0.8,0.2948912795408124
1.8,1.0,2.6,0.8,0.2420079400027623
1.8,1.0,1.2,1.2,0.2319346723325146
2.2,1.2,1.2,1.4,0.2831506280463561
3.0,0.6,2.4,1.0,0.259665555106316
1.4,1.2,2.0,1.0,0.2861994906634879
1.6,1.6,3.2,0.8,0.2879640826280556
2.8,0.2,2.6,1.0,0.22145928553545227
3.0,0.2,2.6,1.2,0.2583666542227018
3.0,1.4,1.6,1.0,0.2204554694789231
3.0,0.6,3.6,0.8,0.2508869211721119
1.2,1.6,2.0,0.8,0.21488683246492335
2.0,1.6,3.8,0.6,0.2074077942932783
1.4,1.4,2.0,0.8,0.2114761021249756
2.6,0.4,3.4,0.8,0.2386816946502688
2.2,0.8,2.2,0.8,0.20552892852294324
2.6,0.2,1.6,1.6,0.2634063655178993
2.6,1.8,2.0,1.0,0.2797632361094325
2.6,1.8,2.2,0.8,0.21546100488773628
3.0,1.8,1.0,1.4,0.22920730003252554
2.4,0.2,3.6,1.0,0.2919865892800111
1.4,1.0,2.6,0.8,0.24830740420444264
3.0,1.8,2.2,1.0,0.29059703690864386
2.2,1.4,2.8,0.8,0.25316746834775605
1.4,1.8,2.2,0.8,0.22991922276399
2.8,0.4,4.0,0.8,0.2575391351787379
1.8,0.2,1.8,1.4,0.29366270901304525
2.4,1.0,1.2,1.2,0.2205276004154125
2.0,1.4,1.0,1.6,0.2924856077904772
1.0,0.2,1.2,1.4,0.2495719212391869
1.2,2.0,2.2,0.8,0.2331281961692784
1.2,1.4,1.6,1.0,0.2478142542529611
2.6,0.2,3.8,0.8,0.2252059491744582
2.4,2.0,1.2,1.2,0.23891808226714575
3.0,0.8,1.0,1.8,0.2774518955880965
1.4,0.8,3.2,0.8,0.2773430029843869
3.0,0.6,1.4,1.2,0.2133574194214479
1.6,0.8,2.2,0.8,0.21464904203107776
2.0,0.6,3.8,0.8,0.28401273068746924
1.6,1.4,2.0,0.8,0.2090129141846554
1.8,1.6,3.4,0.8,0.2794879542880323
2.2,1.0,4.0,0.6,0.2043448564475545
2.6,1.4,1.4,1.2,0.2615617707536933
1.2,1.2,1.8,1.0,0.268905862424204
3.0,0.8,3.0,0.8,0.2345854816797663
1.2,1.4,2.0,1.0,0.2929687314738299
2.8,2.0,3.2,0.8,0.2725686854363753
1.4,1.6,2.2,0.8,0.22811498818683315
2.6,1.4,2.6,0.8,0.2374587201315753
3.0,0.2,3.6,0.8,0.20299726437428056
1.2,0.2,1.6,1.2,0.2547343766072288
2.0,1.0,3.8,0.6,0.20124466890714574
2.8,1.2,4.0,0.8,0.29844729109078644
2.0,1.2,2.2,1.0,0.2955605877127952
3.0,0.2,3.8,0.8,0.2101495516850437
1.2,0.6,4.0,0.6,0.20950964114429002
2.6,0.6,1.2,1.6,0.2809075612075638
2.4,2.0,2.0,1.0,0.2855129983534487
1.4,0.4,1.8,1.0,0.2389563793092656
1.6,1.2,2.2,1.0,0.30114391632345217
2.2,1.0,1.6,1.4,0.3469924364575042
1.8,0.4,1.2,1.8,0.3299471159314259
2.4,0.8,1.6,1.6,0.38572300132851584
2.6,1.6,1.4,1.4,0.3229653207670989
2.8,1.8,2.6,1.0,0.3210889014240395
1.4,1.6,1.0,1.6,0.3106088848646101
2.2,1.0,1.0,2.0,0.35808478025216284
3.0,0.4,1.4,2.0,0.34518568778798003
2.4,1.6,2.4,1.2,0.3907164628958942
2.8,1.6,2.8,1.0,0.3360749514969697
1.8,1.8,1.6,1.4,0.3783026054165271
2.0,0.4,2.2,1.2,0.32290322888758577
1.8,1.4,3.2,1.0,0.35729220297840364
2.6,1.8,3.4,1.0,0.37282239693597735
1.0,0.4,4.0,0.8,0.30973263768607795
1.4,0.6,1.6,1.4,0.3540556657692246
2.8,0.4,3.2,1.2,0.3695120600156459
2.2,0.2,3.8,1.0,0.3101384570791213
3.0,1.2,3.0,1.0,0.3331785496363067
2.8,0.4,3.4,1.2,0.3823925728972553
2.4,1.6,2.8,1.2,0.3762336042616923
1.4,0.6,1.2,1.8,0.3783142454532026
1.4,0.2,2.4,1.2,0.3257738239923913
1.4,1.6,1.8,1.4,0.37773927481452907
2.0,1.6,2.4,1.2,0.3798977623581909
2.6,1.2,2.6,1.0,0.3153707412321093
1.8,1.2,4.0,1.0,0.39754350319287024
2.2,1.0,2.6,1.2,0.397407917734449
2.4,0.2,2.6,1.4,0.3412184215220512
1.2,1.2,1.6,1.2,0.3142928168219211
1.0,2.0,2.2,1.2,0.3976831984372933
2.2,2.0,2.4,1.2,0.3807325817764304
1.2,0.2,3.4,1.0,0.3375419511119277
2.8,1.8,1.2,1.8,0.3827867505887376
2.2,2.0,2.2,1.0,0.3073405357759544
2.4,1.8,1.6,1.4,0.3691909696447764
2.8,0.4,1.6,1.6,0.3175365698044043
1.0,0.6,1.2,1.8,0.3977790349062118
2.4,0.2,3.2,1.2,0.3321923771964101
2.4,0.2,3.6,1.2,0.3553643857850665
2.8,0.2,3.8,1.2,0.3453618877602697
2.6,2.0,3.4,1.0,0.3794339657903423
1.2,0.6,1.2,1.8,0.3872481087578738
1.8,0.2,3.6,1.2,0.3875103343014223
1.2,0.6,1.8,1.4,0.3931145190536757
1.6,0.8,1.6,1.4,0.3569568062324097
2.2,0.6,1.4,1.8,0.3850646659938118
2.4,0.6,1.2,1.8,0.33143540155977
2.0,0.2,3.2,1.2,0.3523579399010673
1.8,0.2,2.6,1.4,0.3760096244139147
3.0,0.8,2.2,1.2,0.3226331007892716
1.0,1.6,1.8,1.2,0.35354479791166404
1.6,0.6,1.0,1.8,0.3143051369732326
2.8,0.6,3.8,1.0,0.35336087623490586
2.4,0.6,2.8,1.2,0.3837271409673951
2.0,0.2,2.2,1.6,0.3716604998022693
2.2,1.2,1.2,1.6,0.33228369364416044
1.8,2.0,2.2,1.2,0.3552390429913592
2.2,0.6,1.6,1.4,0.3207542809340633
2.4,1.0,1.2,1.6,0.31795437891928763
2.2,0.8,1.8,1.2,0.3039042596602546
1.6,1.6,2.2,1.0,0.30821519706491063
2.6,2.0,2.6,1.0,0.3325866737945708
1.4,0.8,1.4,1.6,0.3857131226046989
1.6,1.6,1.6,1.2,0.3155986825735148
2.8,1.2,3.4,1.0,0.3654048603593975
2.4,1.6,2.8,1.2,0.3762336042616923
2.4,1.8,1.6,1.4,0.3691909696447764
1.2,1.8,1.8,1.4,0.3916829525595147
1.4,1.8,1.8,1.4,0.3844703192003569
2.4,1.4,1.2,1.8,0.382295673296272
2.6,1.4,2.0,1.2,0.34313467689186633
2.0,1.8,2.6,1.2,0.38291661670645294
2.8,0.8,1.6,1.4,0.3163912065942853
1.8,0.8,1.0,2.0,0.3606826741932772
1.2,0.8,3.8,0.8,0.3104767322143468
2.0,0.8,1.8,1.2,0.31035144160682737
1.2,2.0,3.0,1.0,0.3743729582351091
1.6,1.6,1.6,1.2,0.3155986825735148
3.0,0.6,2.4,1.4,0.3828315774521715
1.4,0.2,2.4,1.2,0.3257738239923913
2.4,1.8,4.0,1.0,0.3758407056338558
2.8,1.6,1.8,1.2,0.3169976653461319
2.4,0.8,2.6,1.0,0.3029488218751271
2.0,1.8,1.4,1.4,0.34201974299422155
2.8,0.8,3.0,1.2,0.3959546026318443
3.0,2.0,2.2,1.2,0.3615301587824354
1.6,1.6,2.6,1.2,0.38919136125819903
2.6,0.8,2.6,1.2,0.3717772051486513
1.2,0.2,1.6,1.4,0.3025191116712939
2.6,0.8,3.6,1.0,0.3619865544843857
2.4,0.2,3.2,1.4,0.3872450867213024
3.0,1.4,3.6,1.0,0.3692106711723955
1.4,0.8,2.4,1.0,0.31264140863615913
2.4,1.2,3.0,1.0,0.3500144455287784
1.4,1.8,2.8,1.0,0.35004282941584625
1.8,0.2,1.4,1.8,0.30919488740491696
1.2,1.8,3.4,1.0,0.3981913147187968
1.2,0.6,1.0,2.0,0.371840704707633
2.0,0.8,2.2,1.4,0.4250856228684933
3.0,1.4,2.2,1.6,0.4935089413674093
1.8,2.0,2.4,1.4,0.4555619449213418
1.2,1.6,1.4,2.0,0.4928546204247677
2.2,1.2,1.2,2.0,0.4314184675454481
1.0,1.8,4.0,1.0,0.44054682186686345
2.4,2.0,1.2,2.0,0.4420244545104997
2.8,1.8,2.8,1.2,0.4012155399373355
2.8,1.4,2.8,1.4,0.4891663689368252
1.6,1.6,3.6,1.2,0.4715414840657567
1.8,1.0,1.4,1.8,0.4360037454835383
2.4,1.6,3.2,1.2,0.4329219903042093
1.6,1.2,1.6,1.6,0.43397762580327215
2.0,0.4,2.6,1.6,0.492693412013936
1.6,0.8,1.2,2.0,0.4312528302620632
2.6,1.8,3.8,1.0,0.4005058486335215
1.0,0.4,1.4,2.0,0.4779921068891826
1.4,2.0,1.8,1.6,0.4590588441490751
2.2,2.0,1.2,2.0,0.4528868660670237
1.0,1.6,3.8,1.0,0.4260550239200948
1.6,1.4,3.0,1.2,0.4170594788261591
2.0,0.8,2.8,1.2,0.41527101527398297
1.6,1.4,2.4,1.4,0.4403156323518815
2.4,0.8,3.8,1.2,0.4734501078424401
2.4,0.8,1.6,2.0,0.4936160845590928
2.4,1.8,1.4,1.8,0.43639739670146216
3.0,0.4,2.6,1.6,0.431455113797351
1.2,1.8,1.2,2.0,0.4873550551362066
2.2,1.6,3.6,1.2,0.4698265604312458
1.8,1.2,3.0,1.2,0.454284675127424
2.8,0.8,4.0,1.2,0.4683416514589892
1.4,0.4,1.6,1.8,0.4421651190633429
2.6,1.4,1.4,2.0,0.4822723738481628
1.0,1.4,2.0,1.6,0.4988467838612112
2.2,0.4,1.8,1.8,0.4277766515927858
2.0,0.2,2.0,2.0,0.4257495816623086
1.8,0.2,2.6,1.8,0.4758441219245321
1.6,0.6,3.4,1.2,0.4611250164919666
2.8,0.2,2.8,1.8,0.4238995760884616
2.6,1.2,3.4,1.2,0.4582147954029837
2.8,0.6,3.8,1.2,0.4384016237935341
2.8,0.8,1.6,1.8,0.4180999664680637
3.0,0.8,2.4,1.4,0.4043717922258117
2.8,1.0,3.6,1.2,0.4551566422674082
2.0,0.6,3.4,1.2,0.4447755282006581
2.6,1.8,3.8,1.2,0.4790817602213514
2.4,1.8,3.4,1.2,0.4589765205035831
1.8,1.4,3.6,1.2,0.4533274716404762
1.8,1.2,1.6,1.6,0.4293357794603657
2.2,2.0,1.8,1.6,0.44458900035470456
1.4,0.6,2.2,1.4,0.4394047187024055
1.8,1.8,3.0,1.2,0.42430728410880775
2.4,1.4,2.6,1.4,0.4838279219543545
2.0,1.2,4.0,1.0,0.4160093475721685
1.6,1.0,3.6,1.2,0.4968604199779175
3.0,1.0,2.0,1.6,0.4397890712763593
1.2,0.2,3.0,1.4,0.4528454402404762
2.8,2.0,1.6,1.8,0.4713410757273964
1.0,1.2,1.4,1.6,0.41574701117944257
2.8,1.4,1.8,1.6,0.4405015813553736
1.2,1.4,3.4,1.2,0.4714543968487834
2.0,1.4,1.6,1.8,0.4923631253954167
1.4,0.6,3.4,1.2,0.4692485720213406
1.4,0.4,2.8,1.4,0.4810002002950556
2.0,2.0,2.4,1.4,0.4472232782542335
3.0,1.4,3.8,1.2,0.4467818938540121
1.4,1.2,4.0,1.0,0.4120791449153249
1.6,1.4,2.0,1.6,0.4867806505053199
2.4,1.8,2.0,1.6,0.4622288131196826
3.0,0.2,3.6,1.6,0.4286679624105576
1.6,1.6,3.6,1.2,0.4715414840657567
2.0,1.0,1.6,1.8,0.4729650503457109
3.0,1.8,4.0,1.2,0.47845634389008
1.4,1.2,3.8,1.2,0.4794743703056254
1.8,1.4,3.2,1.2,0.4241415707339662
2.4,2.0,1.2,2.0,0.4420244545104997
1.0,1.0,1.2,2.0,0.4750724317505561
1.4,1.6,2.6,1.2,0.4173952982497018
2.0,1.8,1.8,1.6,0.443024049973162
1.4,1.8,1.8,1.6,0.4514094127362298
1.0,2.0,3.4,1.0,0.4074191637931289
2.0,0.6,2.4,1.4,0.4364319330923241
2.6,0.4,1.6,2.0,0.40869612816712464
2.0,0.8,3.0,1.2,0.4314327941181896
1.6,0.2,3.4,1.4,0.4529605761131501
3.0,1.0,3.4,1.2,0.4342988561937706
2.8,1.2,1.6,1.8,0.4529659943090609
2.4,0.6,2.2,1.6,0.4558283121591394
2.2,0.6,2.2,1.6,0.4686835639489825
2.6,1.8,4.0,1.2,0.4895752866585679
1.8,0.2,2.0,2.0,0.4419087659959541
3.0,1.4,1.8,1.6,0.4318379551574411
2.8,0.2,2.6,2.0,0.442546481124272
1.4,0.2,3.4,1.4,0.467906337197932
1.2,1.8,1.6,1.6,0.4436148485393579
1.6,1.6,3.6,1.2,0.4715414840657567
1.2,0.4,4.0,1.0,0.4022886478300808
1.4,1.2,1.4,1.8,0.4599177480227283
1.0,1.2,4.0,1.0,0.4288450866296107
2.4,0.2,2.8,1.6,0.4056812797652355
3.0,1.4,2.4,1.6,0.5133526828876218
1.8,0.8,3.4,1.4,0.5569733584019567
2.4,2.0,2.4,1.6,0.5320000045024229
2.4,1.0,3.2,1.4,0.5290885518626303
1.6,0.2,3.4,1.6,0.514530802028736
1.2,1.0,1.8,1.8,0.553598792915956
1.0,0.8,3.2,1.4,0.5764885354878202
1.0,1.6,3.2,1.4,0.5848410580945205
2.4,1.0,2.6,1.6,0.5451342803743804
2.4,0.4,4.0,1.4,0.5170911354022154
1.4,0.4,3.8,1.4,0.5635428990950007
2.4,1.2,3.6,1.4,0.5758151672107574
1.8,1.8,3.0,1.4,0.5109331236744187
1.0,1.0,2.6,1.6,0.5898095161065026
1.0,1.8,3.6,1.2,0.5218474607218235
1.4,0.2,2.6,1.8,0.5121514044747073
1.6,1.8,2.6,1.6,0.5589471334813934
2.2,0.4,3.2,1.6,0.5395833373225629
2.6,1.8,1.8,1.8,0.5117977915692009
2.8,1.2,2.4,1.6,0.5154324588338364
2.8,1.8,3.2,1.4,0.5132076441733256
2.0,1.4,1.8,1.8,0.5308073490840686
2.0,1.8,3.2,1.4,0.5191658502703059
1.2,0.2,3.4,1.6,0.5517613724938123
3.0,0.6,3.0,1.6,0.5098105718978779
1.8,1.4,2.8,1.6,0.5859502377829755
2.4,1.2,1.8,2.0,0.5697516477032144
1.6,1.8,2.2,1.6,0.5064707891959289
1.8,1.2,1.6,2.0,0.5519912321581542
1.6,0.6,3.4,1.4,0.5496113453374355
2.0,1.0,4.0,1.2,0.5101281047327477
1.8,1.2,3.6,1.4,0.5963674384323874
1.8,0.2,3.0,2.0,0.5672185357227145
2.0,2.0,2.0,1.8,0.5843946474900985
1.4,0.4,3.2,1.4,0.5168042083643628
2.8,0.6,3.6,1.4,0.5048322520513483
2.6,1.6,2.8,1.6,0.5864436129224249
1.6,0.2,3.4,1.8,0.5732826738928348
2.2,0.8,2.0,2.0,0.5866361486625771
1.2,1.4,4.0,1.2,0.5303590599153665
1.2,1.4,4.0,1.2,0.5303590599153665
2.6,1.2,2.0,1.8,0.5333693180177209
2.0,1.8,1.6,2.0,0.5624795999536916
3.0,0.2,3.8,2.0,0.5389952502908005
1.8,1.6,2.6,1.6,0.5416545699482135
3.0,1.8,2.2,1.8,0.5658501585621781
1.6,0.8,2.4,1.6,0.5461176398765245
2.0,1.4,2.2,1.6,0.5294608334329834
2.2,0.4,3.8,1.4,0.5147123518006474
1.0,0.8,1.8,1.8,0.5530886591168234
2.6,1.6,2.0,1.8,0.5511420539419023
2.2,0.4,2.8,1.8,0.5633392994895531
1.2,1.6,1.6,2.0,0.5467548820383928
3.0,1.2,4.0,1.4,0.5795679417797587
1.8,0.8,1.8,2.0,0.5709472484933457
1.2,0.6,3.6,1.4,0.5866691195649636
2.6,1.2,1.8,2.0,0.5591527973387789
1.8,1.4,1.4,2.0,0.5110808537816758
2.8,0.6,3.0,1.6,0.526922924651309
2.0,0.2,4.0,1.6,0.5246811625877915
