v,re,s,ra,a_s
1.2,1.6,3.2,1.4,0.0733590725479389
1.2,0.8,3.8,0.4,0.17439465987271482
1.2,1.0,2.4,1.4,0.16516320642227167
1.0,0.2,3.8,1.8,0.10062591285465096
1.2,0.6,3.0,1.0,0.17593147116915586
1.2,0.6,3.4,0.2,0.18448445367975388
1.2,0.6,1.6,1.4,0.17548971742896166
1.2,1.2,1.8,0.2,0.18569948989136076
1.2,1.8,1.6,0.2,0.17901904400412008
1.2,1.4,1.2,0.4,0.17950661930633427
1.2,1.2,2.4,0.8,0.16322482074281555
1.2,1.8,1.4,1.6,0.14640468362710246
1.0,0.4,2.0,0.2,0.10401354604474082
1.2,1.8,1.2,1.2,0.15106820885177585
1.2,1.2,1.2,1.6,0.16363944994439028
1.0,0.2,2.6,1.4,0.10080344671565836
1.0,0.2,4.0,1.4,0.10079895391885
1.2,1.4,1.0,1.0,0.16159281477396964
1.4,1.2,3.0,1.4,0.19683752169957955
1.2,0.4,1.2,1.2,0.18400975548739235
1.2,2.0,3.6,0.8,0.10685866827661418
1.2,2.0,1.0,1.6,0.14819921749732348
1.0,0.2,3.8,0.4,0.10255454871251113
1.4,1.4,2.4,1.2,0.19440430360468094
1.2,1.6,1.0,0.2,0.19482764609842476
1.2,0.8,4.0,1.4,0.16846945006628647
1.2,0.6,3.6,2.0,0.17424718848292056
1.2,0.2,3.0,0.2,0.1894268709354276
1.2,0.6,3.0,1.0,0.17593147116915586
1.2,0.8,1.8,1.6,0.16986243865092707
1.2,0.2,3.8,0.8,0.18816887918381814
1.4,1.4,3.4,1.0,0.19396755617830067
1.2,1.8,3.8,0.8,0.11042466343797673
1.2,0.4,1.8,2.0,0.1823253740257499
1.2,0.4,3.4,2.0,0.18095790435661616
1.2,0.8,1.0,2.0,0.1741553341221988
1.2,1.8,4.0,1.4,0.1052219338184966
1.4,1.2,4.0,1.0,0.1973605288609704
1.2,2.0,2.0,1.0,0.14531281496561418
1.2,0.6,3.8,1.6,0.17464936585995372
1.4,1.6,3.6,0.8,0.19234498142857145
1.2,0.4,3.4,1.2,0.18201543406596693
1.2,0.2,3.4,1.2,0.1881114024236969
1.2,1.2,1.8,0.4,0.17672670268335458
1.2,1.0,4.0,1.4,0.12409943693656318
1.2,1.0,1.4,1.6,0.16559320064789226
1.2,0.6,2.2,0.4,0.182271531328517
1.2,0.6,1.2,1.0,0.17944590283453676
1.0,0.2,1.2,1.4,0.1014277553586488
1.0,0.2,1.0,0.8,0.10298210325298872
1.4,1.2,2.6,1.4,0.19710507806425992
1.2,2.0,2.2,1.4,0.1067340378973346
1.2,1.6,1.8,0.2,0.18069226535247773
1.2,1.2,1.8,2.0,0.15841183678568518
1.2,0.6,1.2,2.0,0.1759566332911989
1.2,1.2,1.4,1.4,0.1607025721222049
1.2,0.6,3.2,1.0,0.17573140589692682
1.2,1.8,3.2,1.6,0.14276368012986718
1.2,0.2,4.0,1.0,0.18813377150356927
1.0,1.2,2.6,0.2,0.10176129551668188
1.2,0.2,2.4,1.8,0.1880332189805207
1.2,0.6,4.0,1.4,0.17509815256575748
1.2,2.0,3.6,0.6,0.14781222239278125
1.2,0.4,2.4,0.4,0.1858098482556983
1.0,0.2,1.8,1.6,0.10085785317736123
1.4,1.4,2.0,1.4,0.14453329614507368
1.2,1.2,3.2,1.6,0.11935190466774101
1.4,2.0,2.6,1.2,0.1354330941523354
1.2,0.2,2.8,0.8,0.18854655605649215
1.2,1.2,3.6,0.6,0.16365908546672822
1.2,1.0,2.8,0.4,0.1710589369067421
1.2,0.4,2.4,1.6,0.18236827138567327
1.2,1.8,3.6,1.8,0.14175660182981012
1.0,0.2,2.4,1.2,0.10088308790197277
1.2,0.2,3.8,1.4,0.1880143111520399
1.2,1.2,3.6,1.6,0.11911789059750713
1.2,0.8,3.0,1.0,0.16994346742548705
1.0,0.2,3.4,2.0,0.1005029616092159
1.2,1.8,1.4,1.6,0.14640468362710246
1.2,1.0,4.0,0.4,0.16992891634812424
1.0,0.2,1.8,2.0,0.10085563406682764
1.2,0.4,3.0,0.4,0.18445468472087007
1.0,0.2,2.8,1.2,0.10078133229010966
1.2,1.8,2.8,0.6,0.15236949373209174
1.2,1.2,3.6,1.8,0.15640793073572087
1.2,1.2,2.2,0.6,0.16535863102913756
1.2,1.8,2.4,0.2,0.1830206070695125
1.4,2.0,2.2,1.6,0.13490911145060205
1.2,0.6,3.0,1.6,0.1756240610529295
1.2,1.2,1.6,2.0,0.15903468302290352
1.4,1.4,3.2,1.4,0.14474934118674074
1.0,0.2,1.6,0.6,0.10283020835354054
1.2,1.2,1.8,0.8,0.16415999804287404
1.2,1.2,4.0,2.0,0.1573075189434566
1.2,0.2,2.6,0.2,0.190864968329686
1.2,1.4,4.0,2.0,0.15185445965261393
1.2,1.0,1.2,1.2,0.16794556576381114
1.2,0.6,4.0,1.2,0.17561173954244175
1.2,0.2,3.2,1.6,0.1879028180447019
1.2,1.0,1.8,1.0,0.16725832896667564
1.2,0.6,1.6,0.6,0.18031349352241816
1.4,1.8,1.4,0.2,0.28148656210232537
1.4,1.0,3.0,1.4,0.2508349851260757
1.4,1.0,3.0,1.8,0.2484416424890129
1.4,0.4,2.6,0.6,0.2716575882154472
1.4,1.2,2.4,0.2,0.27513737622761525
1.4,1.4,1.0,1.6,0.2475836583193927
1.4,1.0,4.0,0.8,0.2514901359098995
1.4,1.4,3.8,2.0,0.23839343959015505
1.6,1.8,2.6,1.6,0.20534945342744407
1.4,1.6,1.8,1.0,0.2416199991558056
1.6,1.4,3.4,1.4,0.2121517986135356
1.4,1.6,4.0,2.0,0.23316108375681266
1.6,1.6,2.8,1.8,0.2635721594942685
1.4,1.6,2.8,0.8,0.24048630987475705
1.6,1.4,2.8,1.0,0.2719763422997528
1.4,0.8,3.6,1.8,0.2543555182263605
1.4,1.4,2.0,0.2,0.2638737868285138
1.4,0.4,1.2,2.0,0.2693118876591224
1.4,0.8,3.8,1.2,0.2565543344819101
1.4,2.0,1.6,0.8,0.2357734056195872
1.4,1.4,3.4,0.6,0.2465606779893467
1.4,1.6,2.2,0.6,0.2440219291022828
1.4,0.2,3.6,1.6,0.2750715449179392
1.4,1.0,1.8,0.6,0.25730868271450896
1.4,0.4,1.2,1.8,0.26931555641377697
1.4,1.6,2.2,0.4,0.2533443292808548
1.4,0.2,3.6,0.6,0.2764475324617007
1.4,0.4,3.0,0.8,0.2698589299295814
1.6,1.8,3.8,1.0,0.20627308957133533
1.4,0.6,1.0,1.0,0.2681384940075561
1.4,0.4,1.0,1.6,0.2704364022003756
1.4,0.6,1.6,1.8,0.2631609958759398
1.4,0.4,2.8,0.8,0.27024595865341217
1.4,1.8,4.0,0.6,0.2382344561074068
1.6,1.4,3.6,1.0,0.27078542332021804
1.4,1.0,3.0,1.2,0.2510489262646908
1.4,0.4,2.0,0.4,0.27485454091284656
1.8,1.2,4.0,1.2,0.2834627459401081
1.4,1.6,4.0,1.8,0.23316070370586364
1.4,1.0,2.8,2.0,0.2488947645573287
1.4,1.8,1.0,1.2,0.2395654055146932
1.4,1.6,2.8,0.6,0.2437840103340234
1.4,1.4,1.4,0.8,0.24829880340088825
1.4,1.0,4.0,0.6,0.2547739566242745
1.6,1.8,4.0,1.0,0.20604692689151166
1.4,0.8,4.0,1.2,0.25639865715152177
1.6,1.6,4.0,0.8,0.26891281762920544
1.4,0.4,1.2,0.4,0.27426298039630265
1.8,1.8,2.8,1.4,0.2733146176696173
1.4,1.6,3.4,0.4,0.2450243836549627
1.6,2.0,3.2,0.8,0.2643536523339279
1.4,1.2,2.2,0.6,0.2521330483940407
1.4,0.2,1.2,1.2,0.2768478375594396
1.4,0.6,2.2,1.4,0.2623146392140299
1.4,0.6,1.2,2.0,0.26554049433995763
1.4,0.8,2.4,1.2,0.25638718914698005
1.4,1.0,1.8,1.8,0.2508619613631133
1.4,0.6,3.0,0.8,0.2638275055263399
1.6,2.0,3.2,1.4,0.23371651076085995
1.4,0.2,2.4,0.4,0.27776542127321885
1.4,1.2,3.6,0.8,0.2481667796109536
1.4,1.8,2.8,0.4,0.2437273524300753
1.4,1.6,1.2,0.8,0.24480930824825586
1.4,1.2,2.4,1.6,0.2441541324228804
1.4,2.0,2.0,0.8,0.2350898561463897
1.4,0.6,3.4,1.0,0.2628671062360477
1.4,0.4,2.4,0.4,0.273248749784289
1.4,0.8,1.8,0.6,0.26205708000062666
1.4,1.0,2.0,1.4,0.25057416648020925
1.4,1.4,2.2,2.0,0.23730030177197256
1.6,1.6,2.2,1.2,0.2656649646933584
1.4,0.8,1.2,1.8,0.2602819907973203
1.4,0.8,2.4,0.4,0.26416575956943444
1.8,1.6,2.6,1.6,0.27623293953886224
1.4,0.6,1.8,1.8,0.2632129339590453
1.4,0.2,2.2,0.4,0.2778859242194347
1.8,2.0,2.4,1.4,0.2701310406502942
1.4,1.8,1.6,0.6,0.2419404440878287
1.4,1.4,2.4,0.6,0.2479858535832623
1.6,2.0,4.0,1.4,0.2558314282849602
1.4,0.8,1.2,1.2,0.2602864395057789
1.4,0.2,2.6,0.2,0.2804666559955131
1.4,1.6,1.8,0.8,0.24350571310106575
1.4,0.6,1.2,1.2,0.26603670135594104
1.4,1.8,3.4,2.0,0.22903320618076625
1.4,0.4,1.2,0.6,0.27344578361674904
1.4,1.6,3.0,1.8,0.2335832865961746
1.4,1.0,3.8,1.6,0.24786001400759444
1.4,1.2,3.0,1.8,0.2425983637993873
1.6,1.8,2.0,1.6,0.20573303794592898
1.4,0.6,1.0,1.4,0.26620037067685576
1.4,0.2,4.0,0.4,0.2775699456123257
1.6,2.0,2.0,1.2,0.2594318081209925
1.4,0.4,3.4,1.6,0.2689766112701214
1.4,0.4,1.2,0.8,0.2731264709506342
1.8,1.8,2.6,1.6,0.27276683425198583
1.4,1.6,3.8,1.8,0.2333965379518844
1.4,1.6,1.4,0.2,0.2802149199580665
1.4,0.6,4.0,0.4,0.2663504036844373
1.6,1.4,3.4,1.6,0.2115482770757652
1.6,1.0,3.2,1.0,0.3377919536931517
1.6,1.2,1.6,2.0,0.3316906902011176
1.6,0.4,4.0,1.4,0.3557032406011301
1.6,0.2,2.8,0.6,0.3645830410958913
1.6,1.8,3.6,0.4,0.3295081640671044
1.6,0.2,2.6,2.0,0.3621375893669381
1.8,1.8,3.6,0.8,0.3448505239280536
1.6,0.2,1.6,1.0,0.3642261423934702
1.6,0.8,4.0,0.2,0.3580671018905265
1.6,1.0,3.4,0.2,0.3619144610340544
1.6,2.0,3.4,2.0,0.3124038601670876
1.8,1.8,4.0,1.2,0.3151993693518253
1.8,2.0,3.0,1.0,0.33889867584353794
1.6,0.8,2.4,1.0,0.3443170861400497
1.6,1.2,2.2,1.6,0.3314436899823568
1.6,1.8,3.6,0.6,0.32652157394278003
1.6,0.8,1.2,0.6,0.3524456464430915
1.6,0.8,3.6,1.4,0.34244954662039995
1.6,0.4,3.4,1.0,0.355877534983626
1.8,1.6,1.6,1.6,0.3431001686251448
1.6,1.0,2.4,1.4,0.337467428113402
1.6,0.2,3.2,1.6,0.3622353756781323
1.6,1.6,3.4,0.2,0.3567305713829765
1.6,2.0,2.8,2.0,0.31247391054343004
1.6,1.0,2.4,1.2,0.3359214078877022
2.0,1.4,3.2,1.4,0.3466078984848882
1.6,1.0,1.4,0.6,0.3455655100219601
1.6,0.6,1.0,1.6,0.3511104006516474
1.6,1.6,2.4,0.2,0.35298980858588624
1.6,1.8,3.8,0.4,0.3282657955598701
1.6,0.2,1.2,1.6,0.3636542623470541
1.6,0.6,1.4,0.6,0.3548632252021753
1.6,0.2,2.0,2.0,0.3626868341935696
1.6,0.2,1.6,1.0,0.3642261423934702
1.6,0.8,3.0,0.4,0.3491726936009964
1.8,1.6,3.4,1.8,0.3419563053262483
1.6,2.0,1.4,1.6,0.3158782821868632
1.8,1.4,2.8,1.2,0.34631914494545696
1.6,1.0,3.2,0.6,0.3424578552140894
2.0,1.6,2.8,1.4,0.3439972407709206
1.6,1.4,1.4,1.4,0.3335395320131203
1.6,0.8,2.8,0.8,0.3456792544874693
1.6,1.0,1.6,0.6,0.3452614111111329
2.0,1.4,3.2,1.4,0.3466078984848882
1.6,1.0,1.8,1.0,0.34032433130678674
1.6,1.6,2.6,0.8,0.3289657645264419
1.6,1.8,1.4,0.4,0.3490759627698748
1.6,2.0,1.0,0.6,0.3415360557938737
1.6,2.0,1.4,0.4,0.34743317142765545
1.6,1.0,3.6,0.6,0.3420268278316049
1.6,0.8,2.0,1.0,0.34422285101495964
1.6,1.2,4.0,1.6,0.32761842120710793
1.6,1.2,2.4,0.2,0.36999212775826784
1.6,1.2,3.0,1.0,0.33315542532773257
1.6,0.2,1.6,1.0,0.3642261423934702
1.6,1.0,3.4,0.2,0.3619144610340544
1.6,1.8,1.2,1.8,0.3262935057381127
1.6,0.4,4.0,0.2,0.3638566792420726
2.0,1.8,3.6,1.4,0.3397193822461771
1.6,1.0,1.6,2.0,0.3378190404323718
1.6,0.8,2.2,0.2,0.3702013609770036
1.6,1.8,1.6,1.0,0.3263068780181956
1.8,2.0,3.0,1.8,0.3350073066385693
1.8,2.0,4.0,0.8,0.3404111442289052
1.6,0.2,3.8,0.8,0.36288966706995424
1.6,1.0,3.0,0.4,0.34475141091985945
1.6,0.8,1.2,2.0,0.34689269436439657
1.6,1.6,2.6,2.0,0.3211100902739874
1.6,2.0,4.0,0.6,0.3226543586304169
1.8,1.8,3.2,0.8,0.3454987618445122
1.6,1.0,2.8,1.6,0.336036047035087
1.6,2.0,1.4,1.4,0.3229246939379267
1.6,1.8,4.0,0.2,0.3559320943530753
1.8,2.0,3.0,1.6,0.3344073785668016
2.0,2.0,4.0,1.6,0.3366107139853137
1.6,0.8,2.4,0.6,0.3477779832575098
1.6,0.4,1.0,1.0,0.3608357109778265
1.6,0.8,3.2,1.4,0.3431178274624554
1.6,0.6,3.2,2.0,0.34766236624153746
1.6,0.2,1.2,1.2,0.36476582565365867
1.6,1.6,2.4,2.0,0.3200077834379361
1.6,0.2,1.6,1.4,0.3632525893405736
1.6,1.4,3.8,0.6,0.3337102105424023
1.6,1.0,3.2,1.8,0.3348556439886046
1.6,0.2,1.0,0.4,0.36866894015693397
1.6,0.8,3.0,1.8,0.3412617598015223
1.6,0.2,1.6,0.8,0.3652306587482577
1.6,1.0,1.8,0.8,0.3429908366822171
1.6,0.8,1.0,1.2,0.34956601299774825
1.6,1.8,2.4,0.4,0.33425964657218915
1.6,2.0,1.0,1.0,0.3248809840326923
1.6,1.4,2.8,0.6,0.33517610163299894
1.6,1.4,1.6,1.4,0.3329851975950555
1.6,2.0,1.6,0.6,0.32667117132212986
1.6,0.4,1.2,0.6,0.3603838161614014
1.6,0.2,3.4,0.6,0.36400949034577296
1.8,1.8,2.0,1.8,0.3343857327176949
1.6,1.8,1.6,1.4,0.32073620218420645
1.6,1.8,4.0,0.2,0.3559320943530753
1.6,0.6,3.6,0.8,0.3505959224531349
2.0,2.0,2.8,2.0,0.4646659268834109
1.8,0.2,1.2,1.2,0.4524396935212776
2.0,1.6,3.2,2.0,0.4851832204970506
1.8,1.0,3.8,1.0,0.42420204692520497
1.8,0.4,3.8,0.4,0.4465527626435579
1.8,0.8,1.2,2.0,0.4339660287513219
1.8,0.2,3.6,0.6,0.4512988323974848
1.8,0.4,3.6,1.2,0.44276177936592426
1.8,1.8,1.4,0.2,0.4573799481828691
1.8,1.2,3.6,0.4,0.4270634772521257
1.8,1.6,1.0,1.4,0.4196682316375473
1.8,0.2,1.2,1.8,0.45091935225257
2.0,2.0,2.0,1.2,0.4788305900645422
1.8,0.6,1.6,0.8,0.441652189151412
1.8,0.8,2.8,0.2,0.4574417106149531
1.8,1.4,2.6,1.0,0.4137874721245793
2.2,1.8,3.2,1.2,0.4082333632615727
1.8,1.0,3.2,0.2,0.4555534900605752
2.2,1.6,4.0,1.0,0.413286198763522
2.0,1.6,1.6,1.6,0.4967242853218215
2.2,1.6,2.6,1.4,0.4954361292819491
1.8,0.4,2.2,0.8,0.4461765512250284
1.8,0.2,1.0,1.4,0.452535744541189
1.8,1.8,1.4,1.4,0.41423480337239454
2.0,1.8,2.2,1.8,0.4783163358979346
1.8,1.4,2.0,1.0,0.41480621566620896
1.8,1.0,3.2,2.0,0.4211407388517478
2.0,2.0,2.2,0.8,0.4992877645106079
1.8,1.4,3.0,0.4,0.4236182367852812
1.8,0.2,2.2,1.4,0.45022235970663466
2.0,1.4,3.6,1.0,0.4257666225567685
1.8,1.0,3.6,1.4,0.422511126418925
1.8,0.6,4.0,1.6,0.43419613880871305
1.8,1.2,1.4,1.4,0.4246363120936967
2.0,1.4,3.8,1.0,0.4255335409638327
1.8,0.6,3.4,1.4,0.4361324570934532
2.0,1.8,1.2,2.0,0.4918360163204045
2.0,1.8,4.0,0.8,0.4220591180448564
1.8,0.2,1.4,1.2,0.4517961025541904
1.8,1.8,3.4,0.6,0.4143493134909854
1.8,0.8,1.0,1.4,0.43378149195886667
1.8,0.6,2.8,1.6,0.4363916912359328
1.8,1.2,3.8,1.4,0.41555229656845294
1.8,0.6,4.0,0.6,0.4395428344747392
2.0,2.0,2.6,1.0,0.4188094341231021
1.8,1.4,1.8,2.0,0.4136891193931122
1.8,1.2,3.8,0.6,0.4250855853170535
1.8,1.4,1.6,0.6,0.4245483664041835
1.8,0.6,3.2,1.2,0.4351802384989879
2.0,1.2,4.0,1.6,0.4245801094351235
1.8,1.0,4.0,1.6,0.4195932895422764
2.2,1.8,2.0,1.6,0.4966580869194863
1.8,2.0,3.0,0.6,0.4110592051823469
1.8,0.2,1.0,0.2,0.4548412381256156
1.8,0.4,3.8,0.4,0.4465527626435579
1.8,0.4,3.2,0.6,0.44614124452843423
1.8,1.0,1.8,1.8,0.4270014279997688
1.8,1.4,3.0,0.8,0.4191576426335111
1.8,0.4,3.6,1.8,0.4412774527691839
1.8,0.8,2.6,1.8,0.4301097538620658
1.8,1.8,1.8,1.2,0.4137567413450367
1.8,1.0,1.2,1.4,0.4302128259892127
2.2,2.0,3.8,1.6,0.4661626026203479
1.8,1.0,3.0,0.2,0.4563166150877332
1.8,1.6,1.8,1.4,0.40834579728481385
1.8,2.0,4.0,0.6,0.41062018808937056
1.8,0.8,4.0,1.6,0.42716375623848063
1.8,0.8,2.2,1.2,0.4324688653477025
1.8,0.2,3.4,2.0,0.4487093066986503
1.8,0.2,3.0,1.0,0.45027147222933794
2.2,1.6,3.2,1.4,0.4908116377020691
1.8,1.4,2.4,2.0,0.4101349902094048
1.8,0.4,3.4,1.0,0.4429680887191321
2.0,1.4,2.8,2.0,0.4917914194774083
1.8,0.6,1.8,0.2,0.45009395704392735
2.0,2.0,2.8,2.0,0.4646659268834109
1.8,0.2,4.0,1.2,0.44971872837356425
1.8,1.2,3.8,0.2,0.4423416761357936
1.8,0.2,1.2,0.4,0.4557115113745517
1.8,1.0,1.8,1.6,0.42828832952426976
1.8,1.8,1.2,0.6,0.4234890888065933
1.8,0.8,2.8,1.6,0.4292850428218768
2.0,1.8,3.2,0.8,0.4934416102339663
1.8,0.2,1.4,1.4,0.4511911436206457
2.0,1.8,1.6,1.8,0.41718138501242413
2.0,1.8,2.2,1.2,0.4939247418623857
1.8,1.4,3.4,0.8,0.4176977083936862
1.8,2.0,3.8,0.2,0.44367131785789454
2.2,2.0,3.0,1.6,0.4903597442045943
1.8,0.6,2.4,2.0,0.436476263940198
1.8,0.4,2.8,1.2,0.4429599114899823
1.8,0.6,3.0,0.4,0.4411737831451504
1.8,1.6,1.4,1.4,0.4172145048612319
1.8,0.2,1.2,0.4,0.4557115113745517
2.0,1.8,3.8,1.4,0.4132593896845726
1.8,0.4,1.8,1.0,0.4447650848079743
1.8,1.0,3.6,1.8,0.419908084101036
2.0,1.6,2.2,1.2,0.4951955279728452
1.8,1.4,1.6,2.0,0.4168649853693351
2.2,1.4,4.0,1.4,0.4839035521915344
2.2,1.4,3.6,0.8,0.5941422662267178
2.4,2.0,4.0,0.8,0.5756814966917007
2.0,0.6,1.0,2.0,0.5267305601148311
2.2,1.6,1.0,1.6,0.5948976508264381
2.0,0.8,3.4,0.8,0.5191155618306702
2.0,1.0,3.4,1.2,0.5095730919327152
2.0,1.0,1.0,1.8,0.516336212316337
2.0,1.2,1.0,0.4,0.5314419787181838
2.0,1.0,2.6,0.8,0.5159034135632525
2.0,1.6,1.0,0.8,0.5103036432768043
2.4,2.0,2.4,1.2,0.5650161024191728
2.0,0.6,3.0,0.8,0.5258208397740064
2.0,0.8,3.4,1.8,0.5137298286333742
2.0,1.8,2.8,0.8,0.5015633487444805
2.0,1.4,3.4,0.2,0.5299501898799054
2.0,0.8,3.6,1.8,0.5133948685796906
2.4,1.8,2.8,1.4,0.5695136064035583
2.0,1.8,3.6,0.4,0.5047937492408759
2.4,1.6,3.8,1.4,0.5614475983040715
2.0,1.2,3.8,2.0,0.5016423690657982
2.0,1.6,2.2,1.0,0.5047685644928759
2.0,1.6,1.0,0.8,0.5103036432768043
2.0,1.0,3.4,1.6,0.5070135620964397
2.0,1.0,3.0,2.0,0.5063513754625558
2.0,0.6,1.2,1.2,0.5288869691326988
2.0,1.4,1.2,0.2,0.5316563120255056
2.2,1.8,3.0,1.8,0.5633268903574938
2.0,0.8,1.4,1.6,0.5205705273968857
2.0,0.2,1.0,1.2,0.5395847095351382
2.0,1.8,1.6,1.0,0.5011712180106425
2.0,1.4,1.2,0.2,0.5316563120255056
2.4,2.0,3.8,0.8,0.5759256935947503
2.2,1.4,1.6,1.0,0.5980207458990847
2.0,0.6,1.6,0.6,0.5276691149890611
2.0,0.4,3.8,1.8,0.5280399321064013
2.0,0.8,1.4,0.4,0.530537878665997
2.0,1.2,4.0,1.0,0.5058614877064437
2.0,1.8,1.8,1.2,0.50136967577866
2.2,1.6,2.2,1.4,0.5000111239608561
2.0,1.2,1.8,0.2,0.5350945978750127
2.0,1.6,1.0,1.8,0.5062520539725519
2.0,0.6,2.8,1.8,0.5229652700454722
2.0,1.8,2.4,0.2,0.5315937670683762
2.0,1.6,3.8,0.4,0.5076611070880381
2.0,0.2,1.6,0.4,0.5398033296188856
2.2,1.8,2.4,1.0,0.5837522614974716
2.2,1.8,3.8,0.4,0.5889434952795958
2.0,1.8,1.6,0.2,0.542520736571037
2.0,1.0,1.8,0.8,0.5180019979854766
2.4,1.8,2.6,1.4,0.5711157396750525
2.2,1.4,3.2,1.6,0.57803694937152
2.0,1.4,1.6,0.6,0.5122556874444937
2.0,1.2,1.8,1.8,0.5091489270526628
2.0,1.8,3.0,0.6,0.5032748892218661
2.0,1.0,2.6,2.0,0.5077911506197945
2.0,1.2,3.0,2.0,0.5016130101633145
2.0,1.6,2.6,0.8,0.5044921060369159
2.0,0.4,1.2,1.6,0.5303021707534104
2.2,1.4,2.4,1.6,0.5839791117730958
