v,re,rep_s,rep_ra,att_s,att_ra,c_d,rep_s_att_s,rep_ra_att_ra
1.50371182709932,0.40891693495214,2.5750972128007596,0.411077420413494,0.8665491932770241,0.6815819108393039,0.4358516281212593,2.971668813241324,0.6031225504610163
1.2116415004245902,0.446299073658884,2.69169390795287,0.361748073995113,0.942170922528021,0.6376139333937321,0.32447251661211485,2.8569061553402126,0.5673465635697307
1.25512565234676,0.655706303287297,2.7196717631304597,0.364286760985851,0.839299057377502,0.666087279841304,0.31796107502372034,3.2404084565856954,0.5469054461941425
1.29511234872043,0.42116093561053297,2.72266614204273,0.351668140245602,0.898521826020442,0.6088742552325129,0.38272324086957976,3.0301613863977384,0.5775710456197712
1.46339358910918,0.3488647291436789,2.94592917943373,0.362354619801044,0.8461927896132689,0.6848636101931329,0.36413489506874974,3.4813924386901154,0.5290901931537276
1.28754289923236,0.4783491007052361,2.5367405579891096,0.354728384735063,0.5700667247874661,0.6155421236995611,0.5461184660583636,4.449901121548298,0.5762861241779155
1.33817235939205,0.41447457186877706,2.8620354546001203,0.460744412336498,0.9879768217215309,0.685686043370515,0.5909866492196783,2.8968649786875336,0.6719466099553257
1.5019749664701498,0.584117828030139,2.55694359284826,0.3872560974676161,0.50391201407183,0.740602165833116,0.5192939699151002,5.074186606878123,0.5228935524810207
1.21981100169942,0.6078465728089211,2.94606206519529,0.358140399912372,0.8579859534511339,0.6330453587230289,0.39109928082518647,3.433694984568393,0.5657420830551673
1.44895527297631,0.685104731842875,2.67142429796513,0.3986976288259029,0.51460761402268,0.732171502243727,0.5764321801501373,5.1911868871947835,0.5445413097943597
1.219162785355,0.490584093891084,2.95380601903889,0.3984591716900471,0.9699889306211841,0.7654164331499491,0.2526597180942076,3.045195595322169,0.5205782818775552
1.3865819121711,0.532258922606707,2.52100258064456,0.33642945759929704,0.699366435874254,0.639194163540378,0.35175737810389085,3.60469483711088,0.5263337445634306
1.2248319479636798,0.401140589267015,2.59579720674083,0.403990093246102,0.9140779844019559,0.62517776270397,0.5050526938932796,2.839798410022045,0.6462003566774283
1.30191631512716,0.6116391889750961,2.9956609420478304,0.31461464739404604,0.7376111254561691,0.785019934270531,0.1521185878540413,4.061301190644583,0.40077281309601054
1.5434285286813998,0.5605180127546191,2.84693761426024,0.47605603006668396,0.9235102302627641,0.643275372916833,0.7581744654926827,3.082735329797276,0.7400501404368728
1.28623094428331,0.324887053482234,2.97929031040985,0.48153094765730203,0.754250016994774,0.7598735686857251,0.682564421157219,3.9500036370970246,0.6336987724025676
1.2637354407459498,0.579146087449044,2.74142586882226,0.48975770371034705,0.68226139456965,0.616315557202324,0.9255181246352593,4.018145963764327,0.7946541312919826
1.58515191618353,0.522056243941188,2.8936514127999504,0.483199892193079,0.664342655218206,0.745933316554874,0.7560468722786985,4.35566102834315,0.6477789387726494
1.23976220125332,0.551454174611717,2.98032997210976,0.439792437665164,0.565742846345529,0.661799749778584,0.8056851721197019,5.267994091947414,0.6645400482733694
1.47563173025846,0.6920177569612861,2.94831082166638,0.497139307949692,0.823444473790005,0.717462351312861,0.7942623897932045,3.5804609970802463,0.6929134428308231
1.2861258794553605,0.34520076075568795,2.7950473508099103,0.48713819859549395,0.677180454717018,0.6462743907235561,0.8226798799114057,4.127477884721158,0.7537637350137049
1.42888830285519,0.353616171330214,2.88798393087927,0.318751192931086,0.739352740347385,0.6572199178393929,0.336103768914175,3.906097554358628,0.484999289094857
1.41630019620061,0.353350029978901,2.9049107806058596,0.48752182996831794,0.752789239166304,0.6526704498566689,0.8049349216973096,3.8588633172054623,0.7469647661777566
1.4215633687563205,0.441910237446427,2.67090705176815,0.482729152729735,0.728086041752249,0.714847301226109,0.7202327459778485,3.668394803092515,0.6752898862480925
1.33375429445878,0.5626833106391129,2.55575640965253,0.324190951231867,0.956747704185545,0.634974981704727,0.15601638172048324,2.6712960987224736,0.5105570464548171
1.43400366203859,0.6179568160325289,2.64117664902005,0.424348143534735,0.8405782808549699,0.7016951977740971,0.45885359101008494,3.142094804464437,0.604747110826529
1.36163146616891,0.6859978614375,2.5240731097292204,0.378424620442092,0.874666641931981,0.624591478006914,0.3818385019318155,2.8857543991319914,0.6058754141981794
1.22927875369787,0.4623363914899529,2.7065394110977596,0.46549828872084603,0.7475497482810171,0.660322376945987,0.7517836727335035,3.6205475519474386,0.7049561017056412
1.24271566523239,0.6242554233409461,2.85022959660273,0.35029331785626694,0.872294341097586,0.721640758169815,0.19924145338603874,3.2675089844287633,0.4854123244710586
1.4392586781643302,0.689691529516131,2.68124182405882,0.3660563214216379,0.9743264316348359,0.713473284011707,0.15565846534835878,2.7518927302012397,0.5130624083965443
1.2564092580228998,0.4059168574400249,2.98264701338485,0.32261812556534997,0.75625134294387,0.7702313718851659,0.20018621007363724,3.9439890470465273,0.41885871874542296
1.4495698910206598,0.48950669625774,2.89413993409835,0.360756922001019,0.909135738969781,0.73088844511658,0.21628758534541173,3.183396945078791,0.4935868454500969
1.24006890496239,0.6958759067580099,2.73031491937581,0.32204655888490397,0.889172691386193,0.7974527046550072,0.055216633279823416,3.0706239022245865,0.4038440863075729
1.30795650873333,0.621616105828434,2.59727478807326,0.33216105550527597,0.502243545954116,0.672230907157063,0.44155092835488025,5.171345274610143,0.4941175003541877
1.26363350115716,0.36412569880485496,2.5489707197994,0.40585281499661496,0.577256384771317,0.6538929529022429,0.6358459472074866,4.415664836360688,0.6206716454050698
1.28433725237846,0.423017601761967,2.86672194045968,0.484423797205091,0.925325463758782,0.6634042965713891,0.7445283371855372,3.0980687906444446,0.7302090138829272
1.42504135249183,0.628367247153073,2.9057262735441296,0.33746324889361895,0.509844109416008,0.609965187031776,0.5694266278677353,5.699244572762532,0.5532500150308396
1.34358520694077,0.551071928720921,2.8833186114206897,0.41421235189773103,0.8197111616609621,0.689373321086168,0.5153237916404736,3.517481213234046,0.6008534697065201
1.59932714672759,0.589563022460788,2.71345348574687,0.359616575250402,0.840791019611061,0.616290600411594,0.39353509355378347,3.2272626877033948,0.5835178648031133
1.28379717580974,0.361950608436018,2.7926428373903,0.388985764002427,0.77378412487451,0.7476359209045771,0.3781002536440866,3.6090722820698895,0.5202876869958131
1.52158634504303,0.510403175279498,2.6957513099769104,0.477759513212368,0.9224149248329921,0.7252032470423729,0.574692242333901,2.922493161594268,0.6587939521242282
1.5917286301963,0.482598368450999,2.8723311563953797,0.37316941064782394,0.769225927535444,0.755894480273128,0.30591662681100135,3.7340540062113683,0.4936792374948768
1.28279433464631,0.616753530688584,2.81598614586983,0.49334093215875297,0.5783006048295649,0.631614447804168,0.9689996058637719,4.869415875329663,0.7810792388835813
1.55646246643737,0.499150274787098,2.84912073949818,0.34721628790721304,0.7374964037444441,0.787921365303919,0.21574062423045393,3.8632334002342494,0.44067378192401707
1.24301586905494,0.415729845874012,2.56140598701313,0.31726795146241804,0.539664860116318,0.7072381000965831,0.35442744023588785,4.746290107643938,0.4486013287732813
1.20284323273227,0.626592720672488,2.8580457477364702,0.43383281831629605,0.7986615782137959,0.6355640304274859,0.7059906909300535,3.5785441865482994,0.6825949826400595
1.34086373979226,0.542976733017713,2.60266832797788,0.43697028318420095,0.517422728706151,0.617159708263353,0.8089039387677329,5.030061849981002,0.7080343666857429
1.27362489905208,0.477269553486258,2.90627513988875,0.330854540225118,0.935946080251597,0.731804016744718,0.13554926831844655,3.1051736859750485,0.452108122741465
1.57627933034673,0.547335580643266,2.65085737151094,0.466084477351978,0.9699521295260641,0.653330045985058,0.6377253657384243,2.7329775262271925,0.7133981977657854
1.3476789641193998,0.577075254172087,2.56021372042596,0.30256273532286304,0.8556080395355821,0.782192097837105,0.03454445218026537,2.992274034516583,0.3868138481064955
1.2530356685631,0.6819575456902379,2.80267496686429,0.367488555237651,0.641581858275458,0.7913717034272851,0.31060371644959134,4.368382507569259,0.4643690867971723
1.4367062814533702,0.406880303286016,2.8686078528407997,0.46479078647680605,0.845093993702903,0.720171695295721,0.6219771714140206,3.394424613375342,0.6453888558976911
1.44281853502616,0.64054427081719,2.93854901043233,0.45284297429025205,0.7453930879710241,0.631234380649403,0.8061386569175386,3.9422810029418485,0.7173927596028198
1.52502895863727,0.464573429431766,2.67854111036286,0.492686888761818,0.6776147143682459,0.608514422317967,0.8824376011630344,3.9528969096548,0.8096552369047619
1.30567079624161,0.532666408084333,2.60067840549164,0.47357510025613003,0.520207452937029,0.7444761845748872,0.7816076293375035,4.999310161376046,0.6361185355130632
1.3024254801683102,0.681068462040275,2.62672667880543,0.352734450204298,0.809882246772759,0.798489710921422,0.13021155964216752,3.2433439420020416,0.4417520293370568
1.3980857666581898,0.583340807817876,2.7186440392397304,0.335740666696802,0.9082191827474159,0.7544484538026149,0.10136822290296324,2.993378791026714,0.4450147190369101
1.21608738480136,0.6463140100240711,2.8465454444522,0.39498646636493495,0.722541994182393,0.624316931469366,0.6213367393835038,3.9396263018224515,0.6326697971097973
1.45313589023426,0.32596182692796005,2.60911882552318,0.468324878253043,0.6929555616807189,0.735766126122326,0.6428389655293055,3.7652036722166287,0.6365132365106747
1.53581723002717,0.544625893700868,2.7262262689182504,0.32541018426418294,0.6460572252981359,0.7947251145262271,0.19469262786630295,4.219790696807357,0.4094625655037658
1.24593388196081,0.34754260396584896,2.88626813690644,0.446168608264998,0.836117575061508,0.687437681248412,0.6256372521598889,3.4519883602424155,0.6490313528562174
1.55766217028722,0.35840712040662803,2.82152121362742,0.41095596095547104,0.659409464919008,0.685883777495474,0.5922017938117125,4.278860652954038,0.599162678050339
1.39669051645324,0.543614463787526,2.64830924582202,0.48456495683640205,0.9961236382368951,0.636873222514987,0.7352259727265266,2.6586149993483112,0.7608499458069131
1.3740949394181396,0.380292350612581,2.71103036100976,0.36730504375882395,0.740833710180596,0.783136417344213,0.2747046855379031,3.659431696687886,0.4690179585881548
1.58377314442769,0.5742218899540601,2.75310183479451,0.326854948373511,0.676602625753731,0.7224563056603069,0.2472897964009549,4.069008499231838,0.4524217531394839
1.4099426413886202,0.39831672012805897,2.65568920352962,0.300998949073255,0.7734788167290391,0.731524876365438,0.1422996226589261,3.4334349514059763,0.4114678239908399
1.5453856456093502,0.520630724169314,2.68564795434941,0.386357666738331,0.6269728457555171,0.6708809988107529,0.5393231260472513,4.283515582103306,0.5758959747305611
1.45639232564718,0.3873253144323831,2.52491298597306,0.44407401182688794,0.524814751232043,0.7625064329244201,0.6404988799909179,4.811055672588533,0.5823872332771582
1.5501578586176,0.460552351549268,2.89101574709639,0.357160203577951,0.664307456812821,0.6490666225552559,0.48465186211982747,4.351924274592299,0.5502674011673515
1.46158682936802,0.4237203338183461,2.9778284101048498,0.349744966253638,0.9473018755670641,0.622263258788735,0.35575178374062116,3.143484127825983,0.5620530560239619
1.32949528936297,0.437242396920919,2.9902960991021206,0.36472294037230296,0.516113779158331,0.656361786369234,0.6051062757795055,5.793869917557018,0.5556736360137965
1.3656791430898,0.513564602658153,2.7872989125317003,0.382294214237481,0.610980866942555,0.7905620255041871,0.39564342909379346,4.562006870165648,0.4835727013243141
1.3931935138069098,0.3971856900490821,2.9694244179408997,0.41361218304373293,0.600070058251731,0.609785365592688,0.7329874679761231,4.948462895469481,0.6782914224937454
1.59427970573306,0.671128358878195,2.56907910341397,0.43277123817242696,0.6928626340813929,0.716029711812735,0.5573948680099797,3.7079198343840414,0.6044040226721915
1.2068654146976798,0.59623945010826,2.9637029713485403,0.450464693224058,0.6840587068581949,0.7990783255547289,0.5844566772342895,4.332527225565911,0.563730336336354
1.42297620158643,0.363988199457526,2.72694475541357,0.42924350928515204,0.5914464200614019,0.737623397214338,0.6147917115266823,4.610637012783792,0.5819277302024393
1.21394643317908,0.5988508626818659,2.8791964041302003,0.31579607650637603,0.519955796538852,0.7891588747035709,0.28200714900980106,5.537386876530496,0.4001679340234213
1.36187325455248,0.4876869578845801,2.67171261040494,0.43215434830635796,0.8649090176913891,0.630985357938334,0.6247753360056076,3.0890100065510504,0.684888076830132
1.33711465485394,0.522094282042235,2.7390505713410698,0.37141019841656103,0.663011822500266,0.622623677132651,0.5559962188401236,4.131224328718469,0.596524372678862
1.54605194078758,0.692269535828382,2.5715840967604904,0.46909004622139,0.7063961178064351,0.6160806920379399,0.8434228970376721,3.6404278448556666,0.7614100754719028
1.2266024122946002,0.648025703523308,2.65239874343388,0.462810156680644,0.514857668895274,0.681013172632083,0.8522100669323138,5.15171260656389,0.6795906089333119
1.48532271850854,0.661298522353172,2.95785607292783,0.455522202374414,0.9594293576665219,0.649969338811934,0.6830789419826622,3.0829326299976736,0.7008364474654357
1.42064360436052,0.441313270200044,2.54271860630251,0.413994812034071,0.865111616672948,0.61633075280115,0.5622542193429472,2.9391798206124133,0.6717088351546857
1.27441401937976,0.590232479944825,2.7223081017145896,0.4966282342094929,0.730124756810255,0.695469664596021,0.8317908823076484,3.728551971868096,0.7140904334022542
1.53541263444349,0.451807815954089,2.84894962306134,0.44031962826848,0.727403130964376,0.611824423307553,0.7487348078181402,3.916603464827353,0.7196829866452378
1.56947082383558,0.440975829493254,2.84152756480034,0.497120625758544,0.928815519320779,0.648938168212771,0.7878179965420455,3.0593024187174245,0.7660523761880967
1.29679537937045,0.410594031121582,2.65162745967973,0.42023223675787397,0.7750480911927299,0.742770951148123,0.448362357752298,3.4212424878037067,0.5657628857298588
1.2794228929095,0.6722465999424461,2.60472320986446,0.47504308032803205,0.963663441711105,0.742775193089619,0.46984176526409166,2.7029386994690263,0.6395516230853929
1.53169305175543,0.6782180737704039,2.6524554174393398,0.324824494775385,0.94128664478194,0.73440863173455,0.065735394797731,2.8179040169573555,0.44229395017894063
1.28164087422192,0.4869382450357079,2.8420132021419704,0.494014564482495,0.7447390367742629,0.662923909723759,0.8544581604575127,3.8161195557195016,0.7452055314890532
1.38473213855177,0.6860720222815869,2.5013960383366802,0.40036005624570004,0.763723086332902,0.7373879800550641,0.33144218832500255,3.2752657122719704,0.5429435616997762
1.57501404359937,0.42152065616101,2.58199714391958,0.435854544350877,0.668488369788975,0.679432884929702,0.6357527460964196,3.8624413835870497,0.6414975695443016
1.4356478721834698,0.407537909410894,2.6665703624021297,0.36549856765195704,0.7447203719057142,0.750336028123274,0.2920453228961319,3.5806330308629364,0.4871131785663217
1.31188230942935,0.531590394861996,2.63703492667992,0.473423215653747,0.703958789119497,0.701750237913802,0.7351659745433289,3.7460075325975977,0.6746320700384272
1.43963197162375,0.3810700848698621,2.5017551580676805,0.30566787305288,0.620263385935687,0.794284779764712,0.17445236166344033,4.033375522067457,0.3848341059027051
1.35861944938079,0.54850326096639,2.8583876341581296,0.40897066877223603,0.628147550160065,0.7673621827270841,0.5078367334041622,4.550503513752068,0.5329565073415774
1.23209462799132,0.683892642240971,2.8571279546013097,0.32637465842999497,0.74959029990714,0.763110124412924,0.1663942772869777,3.8115860823642653,0.4276901170471059
1.4097573062405,0.369312071427703,2.5288228190038398,0.36708494229242206,0.940123165608384,0.6493411706760529,0.30583667863989994,2.6898845933312976,0.5653190631825121
1.5320491297170502,0.6510235505178571,2.9283595072338398,0.454055928857997,0.8052237936062739,0.779434577655047,0.5159083575412119,3.636702653952753,0.5825452730414377
1.39800544846803,0.472136760503054,2.6060172218130897,0.429786362405866,0.741071861237288,0.7412872786633671,0.48914002924533745,3.5165513064577887,0.5797838095654686
1.28227001512423,0.42101114587858296,2.65376763069071,0.321071949601173,0.5650216896319761,0.653783163707703,0.4219094948701715,4.696753557229331,0.4910985284177793
1.37974174972624,0.581568158697337,2.91878965869546,0.48503745496273,0.645990616641939,0.656221896223724,0.9002211581283155,4.5183158756519415,0.7391363466441959
1.5373350086621898,0.5563640237785881,2.97281825274695,0.414299179334193,0.554647343582474,0.61821017768234,0.7661732939974012,5.359835014345296,0.6701591049299673
1.57398803690448,0.529604129027575,2.6585107477149,0.354544253693894,0.8106897890102119,0.7819366406649351,0.16235499200121975,3.2793193941183483,0.4534181355057111
1.29291090881452,0.318899113032967,2.9293090796563797,0.46744644152931897,0.9638901725411421,0.712000596243888,0.5925467131871757,3.03904860025051,0.6565253512360829
1.23102068090811,0.3920239599421621,2.6450999773806,0.45656526233069605,0.7455947196576741,0.72178393159993,0.6205217507262917,3.5476377549924827,0.6325511587916046
1.59786381609738,0.359043484181166,2.5835292302072,0.35583919086493604,0.7880976898595691,0.6326111375819891,0.4014201997870197,3.278183990956196,0.5624927696104904
1.42061772113666,0.447033083252609,2.82224381610285,0.487943664100021,0.87440780759789,0.711526464717463,0.6925337303739686,3.2276059197777687,0.6857702254177945
1.35090838642791,0.5491146927699451,2.9650581052992497,0.49749191259034,0.7914218074874949,0.666757999267429,0.8723809099803702,3.746495329352041,0.7461356491214763
1.29770832397044,0.419540463574231,2.7705800455296403,0.41326409764587896,0.6901106844889,0.637250094581395,0.6539864987095042,4.014689393747827,0.6485116301431846
1.41776727735996,0.596636491455138,2.69342376210261,0.306207239627838,0.7721505042864009,0.773370587220416,0.0940284679897111,3.488210843806667,0.3959385638499423
1.26954204011708,0.526727686263621,2.9628057818627,0.483021492138505,0.662522210273892,0.731258375477046,0.801889210697115,4.4720097468699995,0.660534645942892
1.4071395924314902,0.493237688113004,2.55118001636583,0.455089391488582,0.857499651727267,0.6271887087263169,0.6892791294190274,2.9751382536738897,0.7256020160387915
1.2866868883371398,0.43494271133095,2.76851918478496,0.308884798921645,0.878997535794042,0.7294656377285721,0.11214400475731018,3.1496324756860887,0.42343982080287984
1.35743072098121,0.511509820818901,2.65902556211222,0.427202481217682,0.662302424083464,0.613535407185554,0.7304439805141121,4.014820821155755,0.6962963770540489
1.48403063463047,0.454408641159534,2.9642645743442704,0.35574896060861605,0.853479768382385,0.7849290455691519,0.19285133680158065,3.4731515428449957,0.453224355267249
1.32254942171276,0.300902257300913,2.9350931710796404,0.31797243892215193,0.8299895470263441,0.691054016863927,0.26295220838269867,3.536301368608055,0.4601267500985568
1.4525690032169198,0.5772014539688829,2.5360484655247997,0.360036187618971,0.816324516315944,0.7914014799054709,0.13967207823301545,3.1066670360090805,0.4549349435914317
1.54059723196551,0.498897253908217,2.9895399191882497,0.406373303942382,0.601522579905577,0.7127229983918371,0.6061404895891223,4.969954610278351,0.5701700448271045
1.21336266603321,0.389536113198847,2.53424822108354,0.435244791163132,0.76364653732162,0.638129505282268,0.6498940676907495,3.3186141719073983,0.6820634174729272
1.44354011928663,0.303260540869087,2.68091786676086,0.331304936623201,0.6370971318101509,0.6184750509448349,0.4678558370875405,4.208020618682911,0.5356803578690384
1.48291507866234,0.60767133301124,2.9993998829741,0.49730273243039796,0.875990247819573,0.634453215496615,0.8967737411704796,3.4240105873780045,0.7838288470823445
1.4239248343743405,0.6546857098117471,2.56450775731355,0.42580955745652294,0.922723318450153,0.725234608910978,0.3322950295626801,2.7792814010824083,0.5871335319972172
1.54888675175607,0.548649576865137,2.79131413274445,0.48353879740461697,0.8770954678766429,0.621215191623196,0.8237172778162903,3.1824518937510087,0.7783756803196662
1.3093097575008898,0.3659981747157871,2.95528246404137,0.374561571748927,0.821418025880121,0.655325519153848,0.4663971783022144,3.5977813621449166,0.5715656735488623
1.59161924924701,0.577656623069197,2.58490226964932,0.373780329804868,0.8396782330237329,0.714255640050396,0.25125438047098125,3.078443822868824,0.5233144953234041
1.5815656794235102,0.302399167697877,2.7712963396916197,0.308709660824388,0.9842483558459209,0.7699542573653159,0.06265276198304275,2.8156474158494325,0.40094545600767584
1.4478580730035902,0.337163599394262,2.71123546781018,0.31338844238780394,0.508958857273683,0.779304298199713,0.3245993047331584,5.327022860616541,0.4021387320867717
1.40726919295266,0.385912714898586,2.7977661504410203,0.401181984180585,0.643834561691619,0.707653362071142,0.5503472513143349,4.345473692947042,0.5669187849350643
1.25546302143484,0.347883356828243,2.89251020771917,0.42203596616163896,0.8767359332414341,0.640064857108518,0.6046389709584662,3.2991806290237173,0.6593643776478828
1.55665732007474,0.360028309375048,2.83541312778834,0.39894193666987104,0.615815859986469,0.763435144675896,0.49520477890212283,4.604319752093817,0.5225616602170382
1.2349038775078998,0.349608202744275,2.50677861005533,0.498284513130784,0.581829342059791,0.786426354339346,0.7242119806090093,4.308443092919373,0.6336060717972484
1.269925078284,0.373042205907404,2.6633831636281697,0.405965293804184,0.560379618429579,0.6409029978327451,0.6708051118463616,4.752819474577071,0.6334270477388653
1.44944965597242,0.32959741745144105,2.98475224466529,0.314102255972102,0.893793807830662,0.6341886752750721,0.2874151555605667,3.339419246939761,0.4952820323318826
1.53217767393217,0.512325385119766,2.61390389699955,0.45450953962281304,0.6298439232632521,0.726684410125017,0.6674726844191265,4.150081949599175,0.6254565713672325
1.31931250579655,0.6198723685927691,2.52590166730806,0.421108084870502,0.946419860119931,0.773880648100749,0.21796841038501202,2.6689017990260435,0.5441512020025074
1.38710674298927,0.446050416026264,2.9983318559825403,0.429667190276086,0.7953567204531279,0.6114387922920289,0.720054833855157,3.769795085498668,0.7027149662281696
1.52129772007465,0.4131644408218561,2.68694503733423,0.448345968266949,0.8905719124013559,0.662720478978008,0.6017595466583229,3.0171005843751546,0.6765234853740306
1.22961525870487,0.564481640607119,2.63226962380577,0.40722862076945604,0.957509114174172,0.633361438848078,0.46152918201241133,2.749080488989432,0.6429640262124268
1.41926041226834,0.695360243134201,2.8880989332683398,0.465851087961346,0.913338294369169,0.638756105396897,0.7652529265258627,3.1621349406608568,0.7293098007601589
1.31585174947977,0.589233176037669,2.84463907103054,0.47082768101245204,0.515632723690942,0.7907403001096099,0.7697559524045979,5.516793136534036,0.5954264389296805
1.25380716565996,0.34319830145686897,2.70698233775329,0.43040113369934296,0.8827728601172571,0.709736932162195,0.4842702298401124,3.0664539657389627,0.6064234707191257
1.42015507053584,0.346158259734511,2.61055658303667,0.364736844599247,0.518634480889887,0.736559457471594,0.47726443417412195,5.033519133855903,0.4951899549987291
1.51093309279531,0.625590577535331,2.80347965168767,0.40697163459844893,0.879101998754777,0.72552523384802,0.35319454955839147,3.1890265926578705,0.5609338112748532
1.30795913469046,0.471705912146717,2.58736770704854,0.465936346491799,0.6434549906989561,0.625624734116718,0.8141818918727105,4.0210546882820815,0.7447537174974812
1.47784630144015,0.314610803499818,2.5100487265735896,0.31256679785437896,0.768792551592924,0.7965484153479341,0.11723980479001696,3.2649233156237214,0.3924015060877991
1.24858831148595,0.42336904257535896,2.6507044628961,0.36112331664189706,0.7930804862407971,0.7832771745976059,0.20596907331279316,3.342289350051272,0.4610415423217424
1.43261708626524,0.614831698313355,2.8143258765339905,0.413035711459815,0.7666145010152831,0.660245490819216,0.5828621914451054,3.671109629164039,0.6255789963023157
1.3773219136521202,0.6988711721263828,2.74182521051262,0.388451498746872,0.819632624508813,0.70212248400785,0.35346528555310847,3.345187988528071,0.5532531824497575
1.26241460544989,0.599751238431782,2.83035408612341,0.423713171575218,0.8795966955367479,0.6025742769241329,0.6791808699865114,3.2177861746016108,0.7031716882076025
1.2422509002499298,0.593150259833783,2.7181389559991698,0.3493349343072619,0.572828235919587,0.672596066258848,0.46269506821476086,4.7451204140375856,0.5193829578135247
1.2362284146249298,0.302146119251847,2.78857209009584,0.46555919591337397,0.8387466369895259,0.7275499404873701,0.6066528205644452,3.324689443888241,0.6398999848745861
1.51097278110683,0.433611037116498,2.57733719283715,0.498427019128576,0.666109925950877,0.637471365882084,0.851206055224217,3.869237031947814,0.7818814237073863
1.39313229592517,0.538847435452044,2.54637612146325,0.42762549072503997,0.826086975634098,0.7264410839881751,0.4216415802984017,3.082455233613472,0.5886581859844272
1.3935647995211202,0.3567288867197929,2.5673864557174997,0.40108012836426504,0.524529668153264,0.7064948120154441,0.5929435409664865,4.89464488206476,0.5677042796961083
1.54268695637584,0.456104016676545,2.9850717301014797,0.4776723879855129,0.808661668328568,0.770814011478797,0.6267315059942948,3.691372853459666,0.6196986314105843
1.56790577899665,0.503433551918715,2.8875827685697,0.42222119537182207,0.9004218654008579,0.677349855517969,0.5112106301049198,3.2069220878861926,0.6233428588376235
1.50989644480869,0.37436382332816703,2.54399261286017,0.35405128560960303,0.818833719822578,0.6867514750454581,0.28368372968013184,3.1068488647626693,0.5155449947685476
1.46531878551468,0.484096409380436,2.9478728508111103,0.42997002932242995,0.985518694971688,0.6491542452014979,0.5615959718037808,2.991189173631857,0.6623541823853697
1.38127973424271,0.3456876530312,2.6279075641650698,0.476747556123883,0.9381692972965542,0.612192857731134,0.729297387040335,2.801101647365457,0.7787538683328832
1.2461904166266298,0.309906551148742,2.64168111758772,0.32723654238507105,0.520723705878481,0.7596200625877829,0.3762259819873482,5.073095554831909,0.4307897572771848
1.5067730675451498,0.527387502044439,2.8871458851499505,0.489271645667031,0.813520718947984,0.709215949336067,0.7510308160015112,3.5489518802711064,0.6898768226025698
1.30409854268655,0.630111020989716,2.54627449566033,0.484987369645387,0.5188481323421,0.646037516044453,0.922012905779077,4.9075525899387005,0.7507108451144742
1.49344864254817,0.6002322241663929,2.67428451101296,0.372874229727313,0.549568820046261,0.671026714099571,0.5461724681451844,4.866150359090328,0.5556771763217516
1.56287785563618,0.342659673187882,2.69098126888275,0.40963468034751704,0.7833024907158691,0.655865087173879,0.5458816990844635,3.4354305019806994,0.6245715595453202
1.31892559807748,0.44789505777880495,2.5624680982437003,0.323471504170448,0.540668505360372,0.665874251676723,0.41304970193550683,4.739443989872753,0.4857846708382577
